congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
119,House,21356,14,10,PA,200,,,"PERRY, Scott",P000605,1962.0,,0.685,-0.495,-57.97113,0.89032,499,30,,0.796,-0.572
119,House,21548,14,2,PA,100,,,"BOYLE, Brendan Francis",B001296,1977.0,,-0.38,0.149,-31.46297,0.93719,485,12,,-0.323,0.047
119,House,21566,14,3,PA,100,,,"EVANS, Dwight",E000296,1954.0,,-0.472,-0.165,-13.82943,0.9707,465,4,,-0.547,-0.228
119,House,21718,14,1,PA,200,,,"FITZPATRICK, Brian K.",F000466,1973.0,,0.141,-0.117,-105.86071,0.80885,499,44,,0.169,-0.255
119,House,21745,14,11,PA,200,,,"SMUCKER, Lloyd K.",S001199,1964.0,,0.455,0.128,-21.76139,0.95647,489,10,,0.489,0.098
119,House,21762,14,5,PA,100,,,"SCANLON, Mary Gay",S001205,1959.0,,-0.46,-0.208,-14.99825,0.97027,497,8,,-0.569,-0.124
119,House,21915,14,4,PA,100,,,"DEAN, Madeleine",D000631,1959.0,,-0.446,-0.055,-13.14905,0.97394,498,4,,-0.462,0.059
119,House,21934,14,6,PA,100,,,"HOULAHAN, Christina",H001085,1967.0,,-0.258,0.216,-41.36306,0.91921,491,16,,-0.244,0.084
119,House,21936,14,13,PA,200,,,"JOYCE, John",J000302,1957.0,,0.582,-0.039,-42.3497,0.91941,504,19,,0.692,-0.04
119,House,21945,14,9,PA,200,,,"MEUSER, Dan",M001204,1964.0,,0.492,0.202,-28.87792,0.94137,478,11,,0.597,0.802
119,House,21956,14,14,PA,200,,,"RESCHENTHALER, Guy",R000610,1983.0,,0.447,0.063,-16.78512,0.96653,493,9,,0.562,0.329
119,House,22316,14,17,PA,100,,,"DELUZIO, Chris",D000530,1984.0,,-0.261,-0.153,-35.87379,0.93143,505,14,,-0.301,-0.18
119,House,22342,14,12,PA,100,,,"LEE, Summer",L000602,1987.0,,-0.45,-0.893,-14.5824,0.97154,505,4,,-0.584,-0.81
119,House,22506,14,8,PA,200,,,"BRESNAHAN, Robert P., Jr.",B001327,1990.0,,0.256,0.024,-43.27929,0.9174,502,20,,0.256,0.019
119,House,22533,14,7,PA,200,,,"MACKENZIE, Ryan",M001230,1982.0,,0.318,-0.145,-63.49868,0.8814,503,25,,0.317,-0.148
119,House,22560,92,0,PR,100,,,"HERNÁNDEZ, Pablo José",H001103,1991.0,,-0.525,-0.16,-0.28225,0.99426,49,0,,-0.525,-0.16
119,House,22345,5,2,RI,100,,,"MAGAZINER, Seth",M001223,1983.0,,-0.305,0.111,-36.1818,0.9291,492,16,,-0.247,-0.094
119,House,22375,5,1,RI,100,,,"AMO, Gabe",A000380,1987.0,,-0.427,-0.049,-20.95197,0.95936,505,10,,-0.36,-0.144
119,House,20138,48,2,SC,200,,,"WILSON, Joe",W000795,1947.0,,0.529,0.16,-36.92286,0.92551,477,11,,0.477,0.07
119,House,21753,48,5,SC,200,,,"NORMAN, Ralph",N000190,1953.0,,0.855,-0.378,-25.15118,0.94493,444,12,,0.951,-0.309
119,House,21974,48,4,SC,200,,,"TIMMONS, William",T000480,1984.0,,0.599,0.045,-30.458,0.94067,498,15,,0.596,-0.042
119,House,22132,48,1,SC,200,,,"MACE, Nancy",M000194,1977.0,,0.35,-0.294,-59.90379,0.86853,425,27,,0.474,-0.342
119,House,22322,48,7,SC,200,,,"FRY, Russell",F000478,1985.0,,0.549,-0.269,-45.79978,0.9128,502,23,,0.646,-0.226
119,House,22505,48,3,SC,200,,,"BIGGS, Sheri",B001325,1970.0,,0.818,-0.286,-32.82044,0.93708,505,12,,0.817,-0.288
119,House,39301,48,6,SC,100,,,"CLYBURN, James Enos",C000537,1940.0,,-0.466,0.248,-25.91262,0.9493,498,8,,-0.504,0.409
119,House,21935,37,1,SD,200,,,"JOHNSON, Dustin (Dusty)",J000301,1976.0,,0.468,0.141,-21.80451,0.95586,483,10,,0.58,0.372
119,House,20748,54,9,TN,100,,,"COHEN, Stephen",C001068,1949.0,,-0.388,-0.29,-26.99853,0.94519,479,11,,-0.316,-0.259
119,House,21178,54,3,TN,200,,,"FLEISCHMANN, Chuck",F000459,1962.0,,0.432,0.396,-10.97129,0.97847,504,5,,0.432,0.587
119,House,21179,54,4,TN,200,,,"DESJARLAIS, Scott",D000616,1964.0,,0.578,-0.04,-24.77584,0.9503,486,9,,0.564,0.105
119,House,21731,54,8,TN,200,,,"KUSTOFF, David",K000392,1966.0,,0.542,0.341,-19.19079,0.96249,502,7,,0.52,0.265
119,House,21905,54,2,TN,200,,,"BURCHETT, Timothy",B001309,1964.0,,0.664,-0.451,-58.96587,0.88684,491,25,,0.661,-0.613
119,House,21926,54,7,TN,200,,,"GREEN, Mark E.",G000590,1964.0,,0.671,0.018,-7.42224,0.9465,135,4,,0.846,0.355
119,House,21959,54,6,TN,200,,,"ROSE, John",R000612,1965.0,,0.656,0.093,-46.6354,0.90796,483,11,,0.497,-0.111
119,House,22122,54,1,TN,200,,,"HARSHBARGER, Diana",H001086,1960.0,,0.677,-0.125,-47.52846,0.90932,500,17,,0.708,-0.263
119,House,22357,54,5,TN,200,,,"OGLES, Andy",O000175,1971.0,,0.75,-0.393,-34.16836,0.92945,467,15,,0.68,-0.43
119,House,22566,54,7,TN,200,,,"VAN EPPS, MATT",V000139,,,0.657,0.693,-3.8318,0.98473,249,2,,0.657,0.692
119,House,20356,49,31,TX,200,,,"CARTER, John R.",C001051,1941.0,,0.487,0.547,-22.95722,0.95486,497,13,,0.513,0.327
119,House,20529,49,9,TX,100,,,"GREEN, Al",G000553,1947.0,,-0.448,0.257,-33.08034,0.93573,498,10,,-0.517,-0.36
119,House,20530,49,10,TX,200,,,"MCCAUL, Michael T.",M001157,1962.0,,0.41,0.178,-24.06322,0.94759,447,9,,0.316,0.455
119,House,20533,49,28,TX,100,,,"CUELLAR, Henry",C001063,1955.0,,-0.225,0.653,-107.82295,0.80532,498,53,,-0.187,0.924
119,House,21360,49,14,TX,200,,,"WEBER, Randy",W000814,1953.0,,0.72,0.033,-29.42384,0.94206,493,15,,0.614,0.038
119,House,21362,49,20,TX,100,,,"CASTRO, Joaquin",C001091,1974.0,,-0.402,-0.142,-22.26616,0.9554,488,9,,-0.426,-0.57
119,House,21364,49,25,TX,200,,,"WILLIAMS, Roger",W000816,1949.0,,0.593,0.065,-25.80128,0.9483,486,11,,0.526,0.159
119,House,21365,49,33,TX,100,,,"VEASEY, Marc",V000131,1971.0,,-0.409,0.375,-58.8152,0.88776,494,24,,-0.512,0.859
119,House,21551,49,36,TX,200,,,"BABIN, Brian",B001291,1948.0,,0.708,0.128,-29.51049,0.94235,497,16,,0.65,0.256
119,House,21700,49,19,TX,200,,,"ARRINGTON, Jodey Cook",A000375,1972.0,,0.645,-0.008,-42.80472,0.91602,488,18,,0.692,0.011
119,House,21722,49,34,TX,100,,,"GONZALEZ, Vicente, Jr.",G000581,1967.0,,-0.387,0.915,-110.17256,0.79529,481,61,,-0.289,0.957
119,House,21758,49,27,TX,200,,,"CLOUD, Michael",C001115,1975.0,,0.691,-0.377,-53.27977,0.89892,500,23,,0.796,-0.421
119,House,21911,49,2,TX,200,,,"CRENSHAW, Daniel",C001120,1984.0,,0.437,0.27,-14.53715,0.96876,458,7,,0.547,0.294
119,House,21917,49,16,TX,100,,,"ESCOBAR, Veronica",E000299,1969.0,,-0.472,-0.281,-19.65183,0.96138,499,9,,-0.416,-0.415
119,House,21919,49,7,TX,100,,,"FLETCHER, Elizabeth",F000468,1975.0,,-0.542,0.84,-95.9749,0.82535,500,32,,-0.832,0.554
119,House,21922,49,29,TX,100,,,"GARCIA, Sylvia",G000587,1950.0,,-0.767,0.314,-17.75888,0.96345,477,5,,-0.687,0.274
119,House,21925,49,5,TX,200,,,"GOODEN, Lance",G000589,1982.0,,0.716,-0.046,-52.77768,0.9002,502,20,,0.605,-0.054
119,House,21961,49,21,TX,200,,,"ROY, Charles",R000614,1972.0,,0.8,-0.6,-36.2462,0.92668,476,16,,0.8,-0.6
119,House,22112,49,4,TX,200,,,"FALLON, Pat",F000246,1967.0,,0.716,0.132,-29.80171,0.94191,498,11,,0.735,0.234
119,House,22119,49,23,TX,200,,,"GONZALES, Tony",G000594,1980.0,,0.35,0.23,-18.80989,0.95004,367,9,,0.585,0.49
119,House,22125,49,13,TX,200,,,"JACKSON, Ronny",J000304,1967.0,,0.789,0.164,-35.25207,0.93072,491,16,,0.921,0.39
119,House,22143,49,22,TX,200,,,"NEHLS, Troy E.",N000026,1968.0,,0.609,-0.233,-25.95892,0.94638,471,8,,0.584,-0.195
119,House,22147,49,11,TX,200,,,"PFLUGER, August",P000048,1977.0,,0.633,0.373,-18.84501,0.96316,502,6,,0.571,0.333
119,House,22155,49,24,TX,200,,,"VAN DUYNE, Beth",V000134,1970.0,,0.605,-0.006,-31.71353,0.93854,500,16,,0.625,-0.05
119,House,22160,49,6,TX,200,,,"ELLZEY, Jake",E000071,1970.0,,0.512,0.712,-8.5567,0.98303,500,3,,0.402,0.916
119,House,22307,49,35,TX,100,,,"CASAR, Greg",C001131,1989.0,,-0.426,-0.865,-8.82235,0.97969,430,2,,-0.548,-0.773
119,House,22312,49,30,TX,100,,,"CROCKETT, Jasmine",C001130,1981.0,,-0.496,-0.215,-10.38029,0.97829,473,2,,-0.482,-0.25
119,House,22315,49,15,TX,200,,,"DE LA CRUZ, Monica",D000594,1974.0,,0.472,0.129,-26.05203,0.94663,475,13,,0.516,0.073
119,House,22328,49,38,TX,200,,,"HUNT, Wesley",H001095,1981.0,,0.604,-0.264,-19.1422,0.95137,384,3,,0.625,-0.22
119,House,22344,49,8,TX,200,,,"LUTTRELL, Morgan",L000603,1975.0,,0.589,-0.077,-40.10416,0.92263,498,16,,0.555,-0.197
119,House,22352,49,1,TX,200,,,"MORAN, Nathaniel",M001224,1974.0,,0.585,0.563,-17.591,0.96509,495,10,,0.651,0.491
119,House,22364,49,3,TX,200,,,"SELF, Keith",S001224,1953.0,,0.814,-0.332,-78.52594,0.85358,496,35,,0.777,-0.577
119,House,22517,49,26,TX,200,,,"GILL, Brandon",G000603,1994.0,,0.774,-0.259,-41.90082,0.91915,497,21,,0.773,-0.261
119,House,22519,49,12,TX,200,,,"GOLDMAN, Craig A.",G000601,1968.0,,0.803,0.504,-22.85425,0.95549,502,10,,0.803,0.503
119,House,22528,49,32,TX,100,,,"JOHNSON, Julie",J000310,1966.0,,-0.408,0.406,-35.44553,0.93022,490,15,,-0.409,0.412
119,House,22557,49,18,TX,100,,,"TURNER, Sylvester",T000489,1954.0,2025.0,-0.746,0.666,-2.80447,0.93062,39,1,,-0.937,0.348
119,House,22567,49,18,TX,100,,,"MENEFEE, Christian D.",M001245,1988.0,,-0.58,-0.291,-4.57114,0.96999,150,2,,-0.58,-0.291
119,House,29571,49,37,TX,100,,,"DOGGETT, Lloyd Alton, II",D000399,1946.0,,-0.403,-0.333,-15.79731,0.96827,490,7,,-0.403,-0.492
119,House,29759,49,17,TX,200,,,"SESSIONS, Pete",S000250,1955.0,,0.584,0.173,-25.80969,0.95008,504,8,,0.512,0.167
119,House,22141,67,1,UT,200,,,"MOORE, Blake D.",M001213,1980.0,,0.371,0.325,-21.70951,0.95776,503,9,,0.454,0.312
119,House,22146,67,4,UT,200,,,"OWENS, Burgess",O000086,1951.0,,0.453,0.167,-22.97955,0.9549,498,10,,0.459,0.186
119,House,22376,67,2,UT,200,,,"MALOY, Celeste",M001228,1981.0,,0.416,0.091,-30.83319,0.94043,502,11,,0.399,0.132
119,House,22529,67,3,UT,200,,,"KENNEDY, Mike",K000403,1969.0,,0.636,-0.286,-49.24253,0.90549,496,21,,0.635,-0.288
119,House,22301,6,1,VT,100,,,"BALINT, Becca",B001318,1968.0,,-0.441,-0.486,-11.04623,0.97824,502,4,,-0.415,-0.526
119,House,21994,96,0,VI,100,,,"PLASKETT, Stacey E.",P000610,1966.0,,-0.473,0.565,-3.70902,0.90701,38,1,,-0.766,0.643
119,House,20756,40,1,VA,200,,,"WITTMAN, Robert J.",W000804,1959.0,,0.447,0.028,-28.35,0.94412,493,11,,0.417,0.196
119,House,20952,40,11,VA,100,,,"CONNOLLY, Gerald E. (Gerry)",C001078,1950.0,2025.0,-0.309,-0.047,-4.55046,0.93875,72,1,,-0.313,-0.72
119,House,21191,40,9,VA,200,,,"GRIFFITH, H. Morgan",G000568,1958.0,,0.51,-0.33,-55.33847,0.89562,502,28,,0.453,-0.14
119,House,21554,40,8,VA,100,,,"BEYER, Donald Sternoff Jr.",B001292,1950.0,,-0.394,-0.113,-19.44555,0.96125,492,9,,-0.413,-0.298
119,House,21908,40,6,VA,200,,,"CLINE, Benjamin",C001118,1972.0,,0.714,-0.201,-30.05733,0.94188,502,11,,0.699,-0.191
119,House,22335,40,2,VA,200,,,"KIGGANS, Jennifer",K000399,1971.0,,0.263,0.475,-21.50056,0.95791,500,8,,0.27,0.609
119,House,22374,40,4,VA,100,,,"MCCLELLAN, Jennifer",M001227,1972.0,,-0.556,0.077,-11.23056,0.97788,502,4,,-0.559,0.156
119,House,22539,40,5,VA,200,,,"MCGUIRE, John J., III",M001239,1968.0,,0.741,-0.089,-47.76288,0.90907,501,18,,0.74,-0.091
119,House,22554,40,10,VA,100,,,"SUBRAMANYAM, Suhas",S001230,1986.0,,-0.237,-0.277,-31.53891,0.93887,500,16,,-0.237,-0.276
119,House,22558,40,7,VA,100,,,"VINDMAN, Eugene Simon",V000138,1975.0,,-0.173,0.141,-52.73562,0.8999,500,19,,-0.173,0.146
119,House,22564,40,11,VA,100,,,"WALKINSHAW, James R.",W000831,,,-0.41,0.172,-10.93058,0.9648,305,6,,-0.41,0.178
119,House,39307,40,3,VA,100,,,"SCOTT, Robert C.",S000185,1947.0,,-0.451,-0.004,-13.33285,0.97389,504,5,,-0.527,0.003
119,House,20145,73,2,WA,100,,,"LARSEN, Richard Ray (Rick)",L000560,1965.0,,-0.365,0.165,-31.89507,0.93661,487,11,,-0.366,0.151
119,House,21556,73,4,WA,200,,,"NEWHOUSE, Daniel Milton",N000189,1955.0,,0.317,0.337,-18.36829,0.96364,496,8,,0.287,0.578
119,House,21726,73,7,WA,100,,,"JAYAPAL, Pramila",J000298,1965.0,,-0.609,-0.58,-19.58391,0.95893,467,9,,-0.428,-0.881
119,House,21962,73,8,WA,100,,,"SCHRIER, Kim",S001216,1968.0,,-0.277,0.373,-49.78544,0.90505,499,21,,-0.233,0.153
119,House,22153,73,10,WA,100,,,"STRICKLAND, Marilyn",S001159,1962.0,,-0.442,0.355,-22.33513,0.95579,494,10,,-0.41,0.232
119,House,22358,73,3,WA,100,,,"PEREZ, Marie Gluesenkamp",G000600,1988.0,,-0.101,0.395,-109.09404,0.80362,499,31,,-0.167,0.684
119,House,22502,73,5,WA,200,,,"BAUMGARTNER, Michael",B001322,1975.0,,0.57,0.343,-18.96369,0.96226,493,6,,0.57,0.342
119,House,22548,73,6,WA,100,,,"RANDALL, Emily",R000621,1985.0,,-0.576,-0.308,-12.97236,0.97382,489,5,,-0.576,-0.308
119,House,29768,73,9,WA,100,,,"SMITH, Adam",S000510,1965.0,,-0.291,-0.166,-24.97768,0.9505,492,9,,-0.373,-0.078
119,House,31101,73,1,WA,100,,,"DELBENE, Suzan K.",D000617,1962.0,,-0.296,-0.194,-20.18601,0.9602,497,9,,-0.401,0.104
119,House,21946,56,1,WV,200,,,"MILLER, Carol",M001205,1950.0,,0.529,0.106,-28.58518,0.94265,484,10,,0.656,0.229
119,House,22543,56,2,WV,200,,,"MOORE, Riley M.",M001235,1980.0,,0.531,-0.246,-73.70812,0.86165,495,33,,0.53,-0.248
119,House,20537,25,4,WI,100,,,"MOORE, Gwendolynne S. (Gwen)",M001160,1951.0,,-0.52,-0.272,-20.46298,0.95934,493,10,,-0.432,-0.358
119,House,21370,25,2,WI,100,,,"POCAN, Mark",P000607,1964.0,,-0.521,-0.553,-14.74427,0.97088,499,7,,-0.458,-0.528
119,House,21559,25,6,WI,200,,,"GROTHMAN, Glenn",G000576,1955.0,,0.601,-0.2,-50.9668,0.90235,496,23,,0.673,-0.073
119,House,21970,25,1,WI,200,,,"STEIL, Bryan",S001213,1981.0,,0.421,0.073,-19.54956,0.96173,501,8,,0.58,0.471
119,House,21989,25,7,WI,200,,,"TIFFANY, Thomas P.",T000165,1957.0,,0.643,-0.248,-38.82847,0.92214,479,16,,0.657,-0.262
119,House,22115,25,5,WI,200,,,"FITZGERALD, Scott",F000471,1963.0,,0.602,0.093,-21.94732,0.95714,501,9,,0.631,0.173
119,House,22370,25,3,WI,200,,,"VAN ORDEN, Derrick",V000135,1969.0,,0.377,-0.043,-51.29019,0.89406,458,20,,0.402,-0.138
119,House,22383,25,8,WI,200,,,"WIED, Tony",W000829,1976.0,,0.538,-0.201,-31.10816,0.93968,500,14,,0.586,-0.135
119,House,22325,68,1,WY,200,,,"HAGEMAN, Harriet",H001096,1962.0,,0.644,-0.349,-50.09828,0.90538,504,21,,0.625,-0.29
119,Senate,42102,41,0,AL,200,,,"TUBERVILLE, Thomas Hawley (Tommy)",T000278,1954.0,,0.936,-0.352,-29.26382,0.96373,792,8,,0.936,-0.352
119,Senate,42300,41,0,AL,200,,,"BRITT, Katie Elizabeth",B001319,1982.0,,0.587,0.582,-8.90858,0.98932,830,4,,0.677,0.55
119,Senate,40300,81,0,AK,200,,,"MURKOWSKI, Lisa",M001153,1957.0,,0.203,-0.305,-117.15752,0.86656,818,49,,0.174,-0.221
119,Senate,41500,81,0,AK,200,,,"SULLIVAN, Daniel Scott",S001198,1964.0,,0.463,0.188,-106.67906,0.87884,826,32,,0.291,0.25
119,Senate,21502,61,0,AZ,100,,,"GALLEGO, Ruben",G000574,1979.0,,-0.356,0.137,-96.59231,0.87748,739,48,,-0.304,0.249
119,Senate,41905,61,0,AZ,100,,,"KELLY, Mark Edward",K000377,1964.0,,-0.269,0.292,-85.52755,0.89837,798,44,,-0.297,0.289
119,Senate,20101,42,0,AR,200,,,"BOOZMAN, John",B001236,1950.0,,0.426,0.34,-9.76148,0.98836,834,4,,0.398,0.318
119,Senate,21301,42,0,AR,200,,,"COTTON, Thomas Bryant (Tom)",C001095,1977.0,,0.578,0.201,-10.51465,0.98746,833,3,,0.521,0.312
119,Senate,20104,71,0,CA,100,,,"SCHIFF, Adam",S001150,1960.0,,-0.352,-0.118,-93.0617,0.89321,824,55,,-0.378,-0.052
119,Senate,42104,71,0,CA,100,,,"PADILLA, Alejandro (Alex)",P000145,1973.0,,-0.444,-0.24,-55.06804,0.93482,817,33,,-0.554,-0.075
119,Senate,40910,62,0,CO,100,,,"BENNET, Michael F.",B001267,1964.0,,-0.245,-0.188,-89.0501,0.88998,764,40,,-0.307,-0.247
119,Senate,42101,62,0,CO,100,,,"HICKENLOOPER, John Wright",H000273,1952.0,,-0.299,-0.0,-87.75783,0.90046,837,35,,-0.319,0.011
119,Senate,20707,1,0,CT,100,,,"MURPHY, Christopher",M001169,1973.0,,-0.289,-0.259,-112.85053,0.87215,825,48,,-0.548,-0.593
119,Senate,41101,1,0,CT,100,,,"BLUMENTHAL, Richard",B001277,1946.0,,-0.433,-0.155,-46.06323,0.94639,836,21,,-0.42,-0.169
119,Senate,21706,11,0,DE,100,,,"BLUNT ROCHESTER, Lisa",B001303,1962.0,,-0.389,-0.115,-44.68522,0.94819,840,13,,-0.45,-0.186
119,Senate,40916,11,0,DE,100,,,"COONS, Christopher A.",C001088,1963.0,,-0.24,-0.208,-85.61725,0.89875,802,29,,-0.261,-0.175
119,Senate,41102,43,0,FL,200,,,"RUBIO, Marco",R000595,1971.0,,0.616,-0.184,-0.00062,0.99991,7,0,,0.569,0.415
119,Senate,41903,43,0,FL,200,,,"SCOTT, Richard Lynn (Rick)",S001217,1952.0,,0.735,-0.088,-35.95316,0.9583,844,18,,0.933,-0.166
119,Senate,42506,43,0,FL,200,,,"MOODY, Ashley Brooke",M001244,1975.0,,0.609,0.065,-24.94722,0.97036,829,9,,0.609,0.065
119,Senate,42103,44,0,GA,100,,,"OSSOFF, Thomas Jonathan (Jon)",O000174,1987.0,,-0.463,0.473,-49.68033,0.9395,796,20,,-0.529,0.705
119,Senate,42105,44,0,GA,100,,,"WARNOCK, Raphael Gamaliel",W000790,1969.0,,-0.436,0.423,-66.49956,0.92229,822,31,,-0.475,0.608
119,Senate,20713,82,0,HI,100,,,"HIRONO, Mazie",H001042,1947.0,,-0.512,-0.086,-45.51309,0.94744,843,16,,-0.5,-0.059
119,Senate,41112,82,0,HI,100,,,"SCHATZ, Brian Emanuel",S001194,1972.0,,-0.445,-0.134,-62.69147,0.92775,836,26,,-0.444,-0.355
119,Senate,29345,63,0,ID,200,,,"CRAPO, Michael Dean",C000880,1951.0,,0.505,0.291,-10.03766,0.98805,835,2,,0.563,0.254
119,Senate,40902,63,0,ID,200,,,"RISCH, James",R000584,1943.0,,0.551,0.382,-10.14703,0.98775,823,5,,0.644,0.26
119,Senate,15021,21,0,IL,100,,,"DURBIN, Richard Joseph",D000563,1944.0,,-0.339,-0.313,-119.16881,0.86504,822,56,,-0.259,-0.407
119,Senate,21325,21,0,IL,100,,,"DUCKWORTH, Tammy",D000622,1968.0,,-0.346,0.057,-73.18975,0.91109,786,42,,-0.404,-0.172
119,Senate,21133,22,0,IN,200,,,"YOUNG, Todd",Y000064,1972.0,,0.444,-0.042,-33.94911,0.9603,838,11,,0.546,-0.14
119,Senate,21702,22,0,IN,200,,,"BANKS, James E.",B001299,1979.0,,0.649,0.021,-11.5393,0.98628,835,4,,0.685,0.191
119,Senate,14226,31,0,IA,200,,,"GRASSLEY, Charles Ernest",G000386,1933.0,,0.362,-0.034,-24.48125,0.97069,823,9,,0.459,0.16
119,Senate,41502,31,0,IA,200,,,"ERNST, Joni",E000295,1970.0,,0.536,-0.027,-17.01772,0.97963,827,6,,0.555,0.099
119,Senate,21734,32,0,KS,200,,,"MARSHALL, Roger Wayne",M001198,1960.0,,0.606,0.142,-12.12929,0.98566,840,7,,0.588,0.164
119,Senate,29722,32,0,KS,200,,,"MORAN, Jerry",M000934,1954.0,,0.413,0.222,-27.60039,0.966,798,12,,0.378,0.233
119,Senate,14921,51,0,KY,200,,,"MCCONNELL, Addison Mitchell (Mitch)",M000355,1942.0,,0.402,0.017,-59.80518,0.92355,752,20,,0.328,-0.05
119,Senate,41104,51,0,KY,200,,,"PAUL, Rand",P000603,1963.0,,0.878,-0.479,-254.70463,0.72877,805,107,,0.812,-0.584
119,Senate,20919,45,0,LA,200,,,"CASSIDY, Bill",C001075,1957.0,,0.462,-0.054,-48.50111,0.9411,799,19,,0.409,-0.137
119,Senate,41703,45,0,LA,200,,,"KENNEDY, John Neely",K000393,1951.0,,0.558,-0.141,-27.47933,0.96747,831,11,,0.63,-0.054
119,Senate,41300,2,0,ME,328,,,"KING, Angus Stanley, Jr.",K000383,1944.0,,-0.169,-0.183,-126.18766,0.85943,833,50,,-0.178,-0.173
119,Senate,49703,2,0,ME,200,,,"COLLINS, Susan Margaret",C001035,1952.0,,0.124,-0.507,-125.72099,0.86191,846,66,,0.171,-0.431
119,Senate,20330,52,0,MD,100,,,"VAN HOLLEN, Christopher",V000128,1959.0,,-0.399,-0.228,-46.523,0.94568,833,17,,-0.489,-0.506
119,Senate,42500,52,0,MD,100,,,"ALSOBROOKS, Angela Deneece",A000382,1971.0,,-0.448,0.056,-56.76725,0.93405,832,24,,-0.448,0.056
119,Senate,14435,3,0,MA,100,,,"MARKEY, Edward John",M000133,1946.0,,-0.517,-0.47,-17.69714,0.97915,840,2,,-0.716,-0.556
119,Senate,41301,3,0,MA,100,,,"WARREN, Elizabeth",W000817,1949.0,,-0.742,-0.367,-13.94584,0.98338,832,5,,-0.682,-0.558
119,Senate,20923,23,0,MI,100,,,"PETERS, Gary C.",P000595,1958.0,,-0.252,-0.178,-95.38591,0.89119,828,45,,-0.284,-0.152
119,Senate,21965,23,0,MI,100,,,"SLOTKIN, Elissa",S001208,1976.0,,-0.372,0.775,-78.75222,0.90864,822,31,,-0.378,0.582
119,Senate,40700,33,0,MN,100,,,"KLOBUCHAR, Amy",K000367,1960.0,,-0.278,-0.327,-86.26391,0.90196,836,50,,-0.262,-0.253
119,Senate,41706,33,0,MN,100,,,"SMITH, Tina",S001203,1958.0,,-0.411,-0.118,-44.39972,0.9464,806,16,,-0.477,-0.316
119,Senate,29534,46,0,MS,200,,,"WICKER, Roger F.",W000437,1951.0,,0.378,0.338,-17.21213,0.9791,815,3,,0.415,0.189
119,Senate,41707,46,0,MS,200,,,"HYDE-SMITH, Cindy",H001079,1959.0,,0.451,0.331,-10.36476,0.98759,830,4,,0.45,0.368
119,Senate,41901,34,0,MO,200,,,"HAWLEY, Joshua David",H001089,1979.0,,0.82,-0.344,-114.01354,0.86855,809,44,,0.523,-0.527
119,Senate,42303,34,0,MO,200,,,"SCHMITT, Eric Stephen",S001227,1975.0,,0.888,0.134,-15.1062,0.98209,836,3,,0.732,0.289
119,Senate,21338,64,0,MT,200,,,"DAINES, Steve",D000618,1962.0,,0.588,-0.018,-15.08006,0.9818,821,4,,0.62,0.439
119,Senate,42503,64,0,MT,200,,,"SHEEHY, Timothy Patrick",S001232,1985.0,,0.648,0.762,-8.05277,0.99026,823,2,,0.648,0.762
119,Senate,41302,35,0,NE,200,,,"FISCHER, Debra (Deb)",F000463,1951.0,,0.461,0.333,-12.14696,0.98561,838,3,,0.439,0.374
119,Senate,42302,35,0,NE,200,,,"RICKETTS, John Peter (Pete)",R000618,1964.0,,0.445,0.491,-9.05073,0.98927,839,2,,0.474,0.312
119,Senate,21743,65,0,NV,100,,,"ROSEN, Jacklyn Sheryl",R000608,1957.0,,-0.285,0.311,-85.05942,0.90304,834,43,,-0.283,0.32
119,Senate,41700,65,0,NV,100,,,"CORTEZ MASTO, Catherine Marie",C001113,1964.0,,-0.346,0.345,-112.98072,0.87259,829,54,,-0.337,0.485
119,Senate,40906,4,0,NH,100,,,"SHAHEEN, Jeanne",S001181,1947.0,,-0.217,-0.155,-135.92706,0.84586,812,63,,-0.161,-0.191
119,Senate,41702,4,0,NH,100,,,"HASSAN, Margaret Wood (Maggie)",H001076,1958.0,,-0.223,0.01,-95.9902,0.89103,832,40,,-0.2,-0.005
119,Senate,21937,12,0,NJ,100,,,"KIM, Andy",K000394,1982.0,,-0.413,0.24,-81.65986,0.90715,838,48,,-0.439,0.168
119,Senate,41308,12,0,NJ,100,,,"BOOKER, Cory Anthony",B001288,1969.0,,-0.559,-0.249,-77.76011,0.90748,801,31,,-0.496,-0.1
119,Senate,20930,66,0,NM,100,,,"HEINRICH, Martin",H001046,1971.0,,-0.333,0.001,-91.33609,0.89361,812,44,,-0.347,0.169
119,Senate,20932,66,0,NM,100,,,"LUJÁN, Ben Ray",L000570,1972.0,,-0.381,0.033,-58.27889,0.93251,834,21,,-0.507,0.33
119,Senate,14858,13,0,NY,100,,,"SCHUMER, Charles Ellis (Chuck)",S000148,1950.0,,-0.355,-0.411,-51.16204,0.94105,842,20,,-0.408,-0.231
119,Senate,20735,13,0,NY,100,,,"GILLIBRAND, Kirsten",G000555,1966.0,,-0.446,-0.307,-111.00206,0.87482,830,56,,-0.363,0.031
119,Senate,21708,47,0,NC,200,,,"BUDD, Theodore Paul",B001305,1971.0,,0.634,-0.079,-23.90348,0.97137,823,10,,0.701,-0.115
119,Senate,41504,47,0,NC,200,,,"TILLIS, Thomas Roland (Thom)",T000476,1960.0,,0.387,-0.117,-60.17283,0.92251,746,26,,0.361,-0.182
