congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
119,Senate,21350,36,0,ND,200,,,"CRAMER, Kevin",C001096,1961.0,,0.401,0.365,-14.14383,0.98284,817,5,,0.49,0.392
119,Senate,41107,36,0,ND,200,,,"HOEVEN, John",H001061,1957.0,,0.403,0.447,-13.7747,0.98368,837,4,,0.512,0.496
119,Senate,42304,24,0,OH,200,,,"VANCE, James David",V000137,1984.0,,0.85,-0.527,-0.0,1.0,1,0,,0.0,0.0
119,Senate,42502,24,0,OH,200,,,"MORENO, Bernardo (Bernie)",M001242,1967.0,,0.736,0.334,-7.21397,0.99146,841,2,,0.736,0.334
119,Senate,42505,24,0,OH,200,,,"HUSTED, Jon Allen",H001104,1967.0,,0.587,0.809,-22.53277,0.9735,839,10,,0.587,0.809
119,Senate,21166,53,0,OK,200,,,"LANKFORD, James",L000575,1968.0,,0.59,0.15,-11.92188,0.98594,842,7,,0.527,0.165
119,Senate,21355,53,0,OK,200,,,"MULLIN, Markwayne",M001190,1977.0,,0.531,0.252,-9.65746,0.9859,680,4,,0.431,0.317
119,Senate,42507,53,0,OK,200,,,"ARMSTRONG, Alan",A000383,1962.0,,0.665,-0.272,-3.90383,0.96925,125,1,,0.665,-0.273
119,Senate,14871,72,0,OR,100,,,"WYDEN, Ronald Lee",W000779,1949.0,,-0.335,-0.486,-43.30103,0.94911,829,13,,-0.443,-0.382
119,Senate,40908,72,0,OR,100,,,"MERKLEY, Jeff",M001176,1956.0,,-0.454,-0.713,-27.17485,0.96813,839,9,,-0.522,-0.452
119,Senate,42301,14,0,PA,100,,,"FETTERMAN, John Karl",F000479,1969.0,,-0.178,0.239,-156.08188,0.82093,791,75,,-0.164,0.338
119,Senate,42501,14,0,PA,200,,,"MCCORMICK, David Harold",M001243,1965.0,,0.61,0.591,-6.54952,0.99206,822,1,,0.61,0.591
119,Senate,29142,5,0,RI,100,,,"REED, John F. (Jack)",R000122,1949.0,,-0.36,-0.154,-109.76088,0.87724,838,51,,-0.301,-0.077
119,Senate,40704,5,0,RI,100,,,"WHITEHOUSE, Sheldon",W000802,1955.0,,-0.34,-0.13,-95.75534,0.88915,815,39,,-0.288,-0.306
119,Senate,21173,48,0,SC,200,,,"SCOTT, Tim",S001184,1965.0,,0.628,0.027,-13.37234,0.98384,821,6,,0.531,0.367
119,Senate,29566,48,0,SC,200,,,"GRAHAM, Lindsey O.",G000359,1955.0,,0.367,-0.265,-36.11357,0.95526,789,7,,0.411,0.311
119,Senate,29754,37,0,SD,200,,,"THUNE, John",T000250,1961.0,,0.431,0.231,-62.2632,0.92896,845,15,,0.365,0.289
119,Senate,41505,37,0,SD,200,,,"ROUNDS, Marion Michael (Mike)",R000605,1954.0,,0.354,0.083,-19.38148,0.97714,838,4,,0.406,0.302
119,Senate,20351,54,0,TN,200,,,"BLACKBURN, Marsha",B001243,1952.0,,0.632,0.142,-7.77545,0.99034,801,2,,0.653,0.271
119,Senate,42100,54,0,TN,200,,,"HAGERTY, William Francis (Bill)",H000601,1959.0,,0.673,-0.059,-10.19919,0.98759,817,0,,0.748,0.274
119,Senate,40305,49,0,TX,200,,,"CORNYN, John",C001056,1952.0,,0.471,-0.06,-15.63722,0.98147,836,4,,0.597,0.264
119,Senate,41304,49,0,TX,200,,,"CRUZ, Rafael Edward (Ted)",C001098,1970.0,,0.783,-0.185,-21.76726,0.97319,801,5,,0.889,0.011
119,Senate,21755,67,0,UT,200,,,"CURTIS, John R.",C001114,1960.0,,0.454,0.124,-34.33353,0.95933,827,13,,0.678,0.044
119,Senate,41110,67,0,UT,200,,,"LEE, Mike",L000577,1971.0,,0.891,-0.454,-45.75231,0.9458,821,21,,0.891,-0.454
119,Senate,20750,6,0,VT,100,,,"WELCH, Peter",W000800,1947.0,,-0.399,-0.407,-78.10196,0.90654,796,33,,-0.337,-0.556
119,Senate,29147,6,0,VT,328,,,"SANDERS, Bernard",S000033,1941.0,,-0.545,-0.427,-22.90744,0.9712,784,6,,-0.652,-0.544
119,Senate,40909,40,0,VA,100,,,"WARNER, Mark R.",W000805,1954.0,,-0.215,-0.031,-93.35548,0.89101,809,32,,-0.249,0.061
119,Senate,41305,40,0,VA,100,,,"KAINE, Timothy Michael (Tim)",K000384,1958.0,,-0.234,-0.128,-116.53205,0.86974,835,66,,-0.207,-0.25
119,Senate,39310,73,0,WA,100,,,"CANTWELL, Maria E.",C000127,1958.0,,-0.309,-0.401,-62.50292,0.92862,844,18,,-0.35,-0.298
119,Senate,49308,73,0,WA,100,,,"MURRAY, Patty",M001111,1950.0,,-0.357,-0.312,-36.70897,0.95493,796,8,,-0.472,-0.269
119,Senate,20146,56,0,WV,200,,,"CAPITO, Shelley Moore",C001047,1953.0,,0.285,0.144,-25.78941,0.96937,829,4,,0.411,0.311
119,Senate,42504,56,0,WV,200,,,"JUSTICE, James Conley, II",J000312,1951.0,,0.566,0.285,-9.04163,0.98887,808,3,,0.566,0.285
119,Senate,29940,25,0,WI,100,,,"BALDWIN, Tammy",B001230,1962.0,,-0.486,-0.122,-68.96993,0.92144,843,38,,-0.399,-0.067
119,Senate,41111,25,0,WI,200,,,"JOHNSON, Ron",J000293,1955.0,,0.648,-0.164,-33.33966,0.9609,836,15,,0.916,-0.127
119,Senate,20953,68,0,WY,200,,,"LUMMIS, Cynthia M.",L000571,1954.0,,0.683,-0.313,-31.27853,0.96257,820,12,,0.909,0.291
119,Senate,40707,68,0,WY,200,,,"BARRASSO, John A.",B001261,1952.0,,0.54,0.195,-12.29497,0.9855,842,5,,0.656,0.386
